transaction_id,customer_id,card_id,transaction_type,transaction_date_time,transaction_amount,currency,mcc,description,account_type,account_balance,card_type,card_number_masked,card_expiration_date,card_issuer,cardholder_name,merchant_id,merchant_name,merchant_location,merchant_terminal_id,payment_method,payment_channel,geolocation,authorization_code,authentication_method,3d_secure_status,fraud_risk_score,transaction_status,failure_reason,exchange_rate,rewards_earned,ip_address,device_id,user_agent,session_id,referral_source,companies_directed
07bdb644-e8f0-4576-838e-39331f6d7ff5,a8c271c0-75c2-4f61-8cde-3b8c1693492c,278dc40d-dc7d-4bc2-927c-3933e4a906d1,outbound,2024-11-05 23:03:56,168326.72,GBP,6012,Business Transfer,business,46700.02,MasterCard,**** **** **** 7439,08/25,HSBC,AAA,ff4959ae-2eab-48d0-a250-8654f153b0b8,"Mahoney, White and Wallace","{'city': 'Ashleyville', 'state': 'MI', 'country': 'Singapore'}",T3288,wire_transfer,online,"{'latitude': Decimal('-49.438389'), 'longitude': Decimal('-110.269830')}",196650,password,,44,approved,,,0,25.190.140.160,b67c959e-10e4-4b6c-b578-14b819673c15,Opera/8.32.(Windows NT 6.2; om-ET) Presto/2.9.173 Version/12.00,b18072f5-0391-452e-b1dd-2b7cb3a03239,direct,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
8e6f482a-e3a8-4c06-9785-097c049ed0fa,a8c271c0-75c2-4f61-8cde-3b8c1693492c,278dc40d-dc7d-4bc2-927c-3933e4a906d1,outbound,2024-11-04 20:54:05,155478.41,GBP,8999,Business Transfer,business,7870.71,MasterCard,**** **** **** 6618,10/30,HSBC,AAA,172c9f35-de35-4e89-a6ed-abd8c10f8f1a,"Mahoney, White and Wallace","{'city': 'Lake Timothyport', 'state': 'NC', 'country': 'Singapore'}",T7358,wire_transfer,online,"{'latitude': Decimal('89.1906815'), 'longitude': Decimal('132.146450')}",456721,password,,74,approved,,,0,89.233.242.167,24d632bd-2582-4eca-80ae-21542d84bf63,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/535.1.5 (KHTML, like Gecko) Version/5.0.3 Safari/535.1.5",96a5f65f-d0ba-47d7-97dd-6c982ab8f354,business partner,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
4f7c20fe-d7db-4a9e-9869-ea746962ca5e,a8c271c0-75c2-4f61-8cde-3b8c1693492c,45607dd2-6d5b-4dad-95c1-98592df663af,outbound,2024-10-24 19:34:20,132390.58,GBP,4829,Business Transfer,business,9956.06,MasterCard,**** **** **** 6936,01/26,NatWest,AAA,7b849d57-eb5b-4b97-af3b-7e217d44d1b5,"Mahoney, White and Wallace","{'city': 'Port Gloria', 'state': 'ID', 'country': 'Singapore'}",T8470,wire_transfer,online,"{'latitude': Decimal('-17.797429'), 'longitude': Decimal('-72.729401')}",919773,password,,43,approved,,,0,184.0.18.121,9feaffd4-b3a5-4d66-94bf-c9d62a83cf41,Opera/8.46.(X11; Linux x86_64; ca-ES) Presto/2.9.169 Version/12.00,b1a1e3f8-6f7e-475d-94ce-bb6adba6bfd0,business partner,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
07e2119c-e451-40fb-8fda-2fc0352c9584,a8c271c0-75c2-4f61-8cde-3b8c1693492c,278dc40d-dc7d-4bc2-927c-3933e4a906d1,outbound,2024-10-20 16:11:26,103823.6,GBP,4829,Business Transfer,business,35726.26,MasterCard,**** **** **** 8807,04/33,HSBC,AAA,1842a893-fbf3-4bc2-8e77-f6f4d461b4f1,"Taylor, Shaffer and Davis","{'city': 'Grahamchester', 'state': 'SD', 'country': 'Australia'}",T3629,wire_transfer,online,"{'latitude': Decimal('61.403631'), 'longitude': Decimal('65.212447')}",813788,password,,51,approved,,,0,109.235.83.10,431eb056-302e-43fd-9502-8740debabbd7,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/5420-01-15 18:10:20 Firefox/3.8,5a450a19-8641-4fb4-ad8d-c8282af8a9ad,direct,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
5fbc2fe4-dd72-475c-85a9-0a79fee9b900,a8c271c0-75c2-4f61-8cde-3b8c1693492c,45607dd2-6d5b-4dad-95c1-98592df663af,outbound,2024-10-28 13:20:27,187079.7,GBP,6012,Business Transfer,business,24843.67,MasterCard,**** **** **** 9129,06/33,NatWest,AAA,f59b345e-3ca4-4fa1-98a1-c8e67ff5205a,"Payne, Hurley and Diaz","{'city': 'Lake Anaburgh', 'state': 'SC', 'country': 'Mexico'}",T2946,wire_transfer,online,"{'latitude': Decimal('-37.575599'), 'longitude': Decimal('-60.106037')}",226858,password,,59,approved,,,0,66.91.245.96,63fec2d0-a481-4fa7-b81b-7e5d9cc38af3,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_6 rv:3.0; mt-MT) AppleWebKit/535.50.3 (KHTML, like Gecko) Version/5.0.2 Safari/535.50.3",afc1132a-92ee-47db-b239-f276173e82ea,business partner,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
2b2d7177-63a8-4997-865f-1dab83dd22ed,a8c271c0-75c2-4f61-8cde-3b8c1693492c,45607dd2-6d5b-4dad-95c1-98592df663af,outbound,2024-10-19 19:35:19,195242.16,GBP,4829,Business Transfer,business,5176.9,MasterCard,**** **** **** 3413,01/32,NatWest,AAA,e0383cc3-7367-4ad6-8179-c3cbbea4c819,Smith PLC,"{'city': 'East Debbieborough', 'state': 'MO', 'country': 'Mexico'}",T8729,wire_transfer,online,"{'latitude': Decimal('80.659230'), 'longitude': Decimal('78.784115')}",415787,password,,45,approved,,,0,93.203.216.237,4558be88-a8ba-4174-bbb7-b4e38af084f9,Opera/9.65.(Windows NT 5.2; an-ES) Presto/2.9.174 Version/10.00,e353db63-a3d8-4c61-8644-f16abf0b59f1,direct,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
35a3d386-2a88-4601-b0e6-09f811e9b9cc,a8c271c0-75c2-4f61-8cde-3b8c1693492c,45607dd2-6d5b-4dad-95c1-98592df663af,outbound,2024-11-12 18:43:17,171415.19,GBP,6012,Business Transfer,business,42998.59,MasterCard,**** **** **** 2382,07/34,NatWest,AAA,9cc4ea6f-7fad-4f2b-af74-5b1ff2be8663,"Payne, Hurley and Diaz","{'city': 'Port Deborah', 'state': 'KS', 'country': 'Mexico'}",T6851,wire_transfer,online,"{'latitude': Decimal('-0.395770'), 'longitude': Decimal('-78.591274')}",533120,password,,53,approved,,,0,20.120.213.121,8da17d60-b9ba-457a-a309-c6c72d01a05d,Opera/8.58.(X11; Linux i686; csb-PL) Presto/2.9.161 Version/12.00,01e6c5fd-beab-4995-9164-6d36ebfddbc4,business partner,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
1687cb7b-0054-4e5c-89fe-03812a17361e,a8c271c0-75c2-4f61-8cde-3b8c1693492c,45607dd2-6d5b-4dad-95c1-98592df663af,outbound,2024-11-04 12:55:05,120767.09,GBP,4829,Business Transfer,business,41909.28,MasterCard,**** **** **** 4773,05/25,NatWest,AAA,d52330ee-6a8a-4803-921f-f5108a9fa061,"Taylor, Shaffer and Davis","{'city': 'West Courtney', 'state': 'HI', 'country': 'Australia'}",T9535,wire_transfer,online,"{'latitude': Decimal('-9.481362'), 'longitude': Decimal('-179.245076')}",310055,password,,53,approved,,,0,3.249.140.219,4ca7edcb-e064-4f71-b046-d9b95db2bd86,Opera/9.61.(Windows CE; sw-KE) Presto/2.9.175 Version/12.00,6f162558-bbba-4113-ae9b-7b318ec0ae0d,direct,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
b1d59b6d-e5be-4e83-81d5-fa4fc5440118,a8c271c0-75c2-4f61-8cde-3b8c1693492c,45607dd2-6d5b-4dad-95c1-98592df663af,POS,2024-07-22 07:53:22,2893.45,GBP,5812,Office Supplies,business,28824.63,Visa,**** **** **** 6959,08/30,NatWest,AAA,ce58d7ed-aaf1-4fa2-851e-2e5ee0737202,"Johnston, Young and Gonzalez","{'city': 'East Keith', 'state': 'VI', 'country': 'UK'}",T2388,NFC,POS,"{'latitude': Decimal('-80.110668'), 'longitude': Decimal('38.516314')}",760587,PIN,,11,approved,,,3,,,,545df680-7da8-4125-af54-61eda999df9e,direct,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
e8a06783-e11a-40a7-9fb6-ed1e882e4fa0,a8c271c0-75c2-4f61-8cde-3b8c1693492c,45607dd2-6d5b-4dad-95c1-98592df663af,POS,2024-08-03 06:02:29,1505.09,GBP,5411,Fuel,business,18870.64,Visa,**** **** **** 1166,09/26,NatWest,AAA,ec6973c3-601a-44d9-8f8e-25cac20aafec,Moon Inc,"{'city': 'South Regina', 'state': 'IN', 'country': 'UK'}",T7894,chip,POS,"{'latitude': Decimal('-29.846086'), 'longitude': Decimal('112.825563')}",923129,PIN,,16,approved,,,1,,,,e5ed08ab-8816-4a56-a020-c2e3593906d1,advertisement,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
6f846a72-51c4-439a-a5c3-3db6cb62f0e0,a8c271c0-75c2-4f61-8cde-3b8c1693492c,45607dd2-6d5b-4dad-95c1-98592df663af,POS,2024-10-27 13:40:27,4144.08,GBP,5411,Dining,business,7085.34,Visa,**** **** **** 9370,05/30,NatWest,AAA,883a2d12-2bd4-49ba-b62a-30eff6348f89,"Jackson, Richardson and Wilson","{'city': 'North Amanda', 'state': 'TX', 'country': 'UK'}",T5977,chip,POS,"{'latitude': Decimal('-8.897380'), 'longitude': Decimal('-73.628010')}",127191,PIN,,19,approved,,,4,,,,ecc77626-a5c1-4797-a687-05ddc739cb33,advertisement,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
dac7efbb-dec7-47dd-aa0c-899253ee4486,a8c271c0-75c2-4f61-8cde-3b8c1693492c,278dc40d-dc7d-4bc2-927c-3933e4a906d1,POS,2024-07-17 08:36:33,1105.61,GBP,5812,Fuel,business,19009.45,Visa,**** **** **** 5735,12/25,HSBC,AAA,0f3fcb7c-0b6e-475e-a04f-5fd649a1edc6,Scott Ltd,"{'city': 'Lake Jessicafort', 'state': 'TX', 'country': 'UK'}",T8185,chip,POS,"{'latitude': Decimal('7.522118'), 'longitude': Decimal('-87.398681')}",675999,PIN,,10,approved,,,0,,,,0239c55f-09f5-42f2-b819-4b9915c7b322,direct,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
6167d7b7-c55e-4556-9a15-bb131f2087d3,a8c271c0-75c2-4f61-8cde-3b8c1693492c,278dc40d-dc7d-4bc2-927c-3933e4a906d1,POS,2024-07-04 12:14:36,3229.59,GBP,5999,Fuel,business,48365.49,Visa,**** **** **** 4505,01/28,HSBC,AAA,bda66873-7f0c-4c2d-ad36-3fc4bf4dd7be,Gonzalez PLC,"{'city': 'North Cassandra', 'state': 'NV', 'country': 'UK'}",T6911,NFC,POS,"{'latitude': Decimal('-64.402328'), 'longitude': Decimal('-20.420227')}",215605,PIN,,12,approved,,,0,,,,5a3f78a9-f2f1-4291-9e73-dd68f27eb2e1,advertisement,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
330fa303-feb2-46a6-9f1d-d03c80608610,a8c271c0-75c2-4f61-8cde-3b8c1693492c,278dc40d-dc7d-4bc2-927c-3933e4a906d1,POS,2024-07-11 03:23:50,1971.91,GBP,5411,Office Supplies,business,18004.34,Visa,**** **** **** 3936,02/31,HSBC,AAA,5e61ec35-ae76-48ee-95f4-fb900f415407,"Edwards, Ramirez and Jackson","{'city': 'Garnerborough', 'state': 'UT', 'country': 'UK'}",T9642,swipe,POS,"{'latitude': Decimal('1.669128'), 'longitude': Decimal('-32.304310')}",524341,PIN,,10,approved,,,0,,,,b09457a7-57b4-4bd2-be19-e84df63e41ae,direct,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
0245c4ec-8f79-45ce-a678-80f63d7fada1,a8c271c0-75c2-4f61-8cde-3b8c1693492c,45607dd2-6d5b-4dad-95c1-98592df663af,POS,2024-08-11 12:23:23,4905.44,GBP,5411,Office Supplies,business,44782.43,Visa,**** **** **** 2239,02/27,NatWest,AAA,5e5e654d-d018-42ac-85f8-c47f3d024bb8,Gross-Carroll,"{'city': 'West Rachaeltown', 'state': 'PA', 'country': 'UK'}",T8247,swipe,POS,"{'latitude': Decimal('-50.697902'), 'longitude': Decimal('-23.853194')}",309957,PIN,,19,approved,,,3,,,,d72adb8d-d23c-45e6-8b6f-66c211ff8ac1,advertisement,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
92387a9e-ee83-484d-9a1c-fff4a616f3b7,a8c271c0-75c2-4f61-8cde-3b8c1693492c,278dc40d-dc7d-4bc2-927c-3933e4a906d1,POS,2024-09-26 22:41:19,4364.52,GBP,5999,Dining,business,20898.51,Visa,**** **** **** 8546,07/28,HSBC,AAA,e92cd43c-9682-469d-a5b9-6d60ed7b5e7a,Miller Group,"{'city': 'North Cynthia', 'state': 'CT', 'country': 'UK'}",T4339,swipe,POS,"{'latitude': Decimal('-41.998770'), 'longitude': Decimal('-126.935635')}",821690,PIN,,12,approved,,,2,,,,4b5139b8-ab26-49fb-8ee3-105fab58b991,direct,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
93b4e398-8e72-4e72-b05f-847fc9ca7534,a8c271c0-75c2-4f61-8cde-3b8c1693492c,45607dd2-6d5b-4dad-95c1-98592df663af,POS,2024-08-10 16:32:57,605.89,GBP,5411,Fuel,business,19109.99,Visa,**** **** **** 5601,02/31,NatWest,AAA,76aee797-563f-402f-ab0e-f6e9fea2a0e0,"Phillips, May and Jones","{'city': 'East Edwardstad', 'state': 'MN', 'country': 'UK'}",T5944,NFC,POS,"{'latitude': Decimal('-80.5135675'), 'longitude': Decimal('3.551024')}",422553,PIN,,17,approved,,,4,,,,1cab8d38-2e64-4d97-a78e-6156a8010690,direct,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
e4093b24-6754-432c-baf9-15385996db83,a8c271c0-75c2-4f61-8cde-3b8c1693492c,45607dd2-6d5b-4dad-95c1-98592df663af,POS,2024-09-11 02:58:04,3849.55,GBP,5411,Dining,business,43902.77,Visa,**** **** **** 3712,07/32,NatWest,AAA,2a7d714e-4afe-4f7c-b7ac-d634378cc387,Stout-Carter,"{'city': 'Lake Samuelstad', 'state': 'NH', 'country': 'UK'}",T4853,chip,POS,"{'latitude': Decimal('56.672479'), 'longitude': Decimal('-32.460132')}",975825,PIN,,22,approved,,,5,,,,377ce935-c313-4d4b-9d48-c37217707331,direct,"Payne, Hurley and Diaz (Mexico), Smith PLC (Mexico), Mahoney, White and Wallace (Singapore), Taylor, Shaffer and Davis (Australia), Simpson, Holden and Vasquez (Australia)"
